"iter","draw","step","seed","time_2ii_3.rate","time_2i_3.rate","time_2i_2ii.rate","time_1_2.rate","time_0_1.shape","time_0_1.scale","sample_wt"
1,1,0,"10407_1801422725_-2057975723_1156894209_1595475487_210384600_-1655729657",0.510836296930789,0.372834902884872,0.362461951931959,0.0850899130739602,2.33132052864867,87.7164836081091,0
1,2,0,"10407_-1618675118_902610736_-520029923_-1096480050_1501459956_-283668411",0.419200555110306,0.25102410494746,0.589996025122882,0.0713409297826368,2.38713665073617,60.6625437009263,0
1,3,0,"10407_1788230969_-1347111405_2142194448_1111390192_-462721366_1540954117",0.344926700030804,0.184415062936845,0.742086227857213,0.0536655102195018,2.22678003542476,91.4560088479542,0
1,4,0,"10407_-1508851964_965321203_-1085942248_489720281_-152362437_-1454180809",0.561272005601995,0.257989401300018,0.374913843169547,0.0461576019060829,2.25029833919398,71.1785679156897,0
1,5,0,"10407_-1373025345_-2053434040_1830288734_-965681324_-1329981659_-1923753137",0.427683103408405,0.270712660384652,0.701789049998979,0.0799990022592024,2.70825268561946,70.9237539383771,0
1,6,0,"10407_-563372016_-1968506647_406607509_-1970513363_-145134293_732348217",0.319600726247454,0.224999716524906,0.409691149602588,0.0653827238620311,1.62377339179536,94.3080516565346,0
1,7,0,"10407_1218928469_-200161988_2076270996_1921900718_-579066258_1221925387",0.490710198783001,0.291694359362411,0.699740576477172,0.0423637250092343,2.76818914102524,80.2736821593032,0
1,8,0,"10407_-1263754417_644113500_-692711266_1349402714_935831779_-638367232",0.612571829683988,0.287814429348428,0.398020487346002,0.0442455651729828,2.12518467788175,85.7386186224485,0
1,9,0,"10407_45910173_1945514100_-1491414040_622443456_2059881922_-328626378",0.502741405261808,0.268835446688433,0.381212654260134,0.0831951439277674,2.48933688149929,104.004843967107,0
1,10,0,"10407_-854140122_-1406166808_985734629_-1443462910_209480502_69517886",0.421483684399314,0.316974040463986,0.724049764250208,0.0675909874365547,1.78645294449549,90.9272073352614,0
1,11,0,"10407_1801109870_1121904005_-457594090_-1433138194_334227067_-1497791602",0.478899062844831,0.367346137709589,0.534788321260635,0.0561621507223061,2.47377081006587,55.4103217788616,0
1,12,0,"10407_-1823006808_-907098868_639158875_-230158834_410790390_1497474785",0.391511647542899,0.365241436572098,0.352220181162515,0.0498848191562058,2.28720287026404,106.536420996589,0
1,13,0,"10407_1858566857_-1209374305_204009489_-1243709527_1371633257_-1975779310",0.450888310810864,0.33806208179945,0.646166838577646,0.0429300175709286,2.44288475593515,70.4833943397799,0
1,14,0,"10407_1906146298_-1218464350_-278631961_-481462497_1491097575_-849174472",0.377940347312411,0.290738025954671,0.741601988416541,0.0727842038215535,2.11489315695692,57.8178976657248,0
1,15,0,"10407_642448050_-1861309475_1188828252_1786840450_-1501358518_618296566",0.298827452880967,0.32701578553456,0.596424817799582,0.0872739909139606,1.60867984746113,110.907262179118,0
1,16,0,"10407_-1042925786_540369421_1295971841_1638723451_1274294074_1179587091",0.379879219327192,0.304422349941556,0.511687159109518,0.0618299327237126,2.70612831610765,66.7391837692098,0
1,17,0,"10407_1647476369_-1887432062_2003751925_1763862742_1384342839_-15113152",0.55741461032309,0.314272479505622,0.622588778003879,0.0523042436682625,2.41579595481398,59.9615772603052,0
1,18,0,"10407_-1292369455_2085302844_-94771200_-2024576188_936572925_-649660670",0.452480488155884,0.231730599329333,0.559425189628741,0.064389206741451,1.7806050346023,109.562567522771,0
1,19,0,"10407_151161055_1619717985_-2114654620_2087074834_-1249632197_-1918784278",0.344230739947943,0.258323252268191,0.494270792616141,0.0805943644467433,2.19273016136882,99.2673521359147,0
1,20,0,"10407_1939322719_747817962_1861538544_1348592224_-1606965370_-482046537",0.421161299673393,0.17814275056354,0.693008431856743,0.0603352207307252,2.19610346340368,80.1867842740591,0
1,21,0,"10407_316321987_1120528889_1798546447_-313104618_1519396979_-1927510977",0.547138915916219,0.229702579554202,0.543501140210088,0.0670880885185679,2.68807428318398,58.5366481526435,0
